0.001,1.318284,0.74127
0.002,1.32054,0.74127
0.003,1.325375,0.742237
0.004,1.323441,0.741915
0.005,1.326987,0.741593
0.006,1.326665,0.741593
0.007,1.323119,0.741593
0.008,1.323119,0.742237
0.009,1.323441,0.740948
0.01,1.318284,0.739981
0.011,1.317639,0.740626
0.012,1.316349,0.740948
0.013,1.314738,0.739981
0.014,1.316027,0.741593
0.015,1.316027,0.741593
0.016,1.315705,0.741915
0.017,1.318606,0.740948
0.018,1.318606,0.74127
0.019,1.322152,0.740948
0.02,1.324408,0.740626
0.021,1.325375,0.741593
0.022,1.323441,0.742882
0.023,1.325375,0.74127
0.024,1.323119,0.740948
0.025,1.320218,0.74127
0.026,1.321507,0.740303
0.027,1.316994,0.739981
0.028,1.315705,0.741915
0.029,1.315705,0.740948
0.03,1.313771,0.740626
0.031,1.316349,0.739336
0.032,1.317639,0.739659
0.033,1.316672,0.739981
0.034,1.319895,0.74127
0.035,1.321507,0.741915
0.036,1.32183,0.740948
0.037,1.322152,0.739981
0.038,1.324731,0.741593
0.039,1.324408,0.741593
0.04,1.325053,0.738691
0.041,1.322797,0.741593
0.042,1.321185,0.740948
0.043,1.32054,0.741915
0.044,1.318928,0.742237
0.045,1.31506,0.74256
0.046,1.317317,0.74127
0.047,1.315382,0.74127
0.048,1.314738,0.74127
0.049,1.317639,0.742237
0.05,1.318284,0.741593
0.051,1.318606,0.740948
0.052,1.322474,0.740303
0.053,1.323764,0.740948
0.054,1.323764,0.741593
0.055,1.324086,0.740948
0.056,1.323764,0.740948
0.057,1.323764,0.740303
0.058,1.324408,0.740626
0.059,1.321507,0.740303
0.06,1.319895,0.740948
0.061,1.318284,0.740948
0.062,1.314738,0.739981
0.063,1.316027,0.741593
0.064,1.314093,0.74127
0.065,1.31506,0.74127
0.066,1.317961,0.740303
0.067,1.318284,0.740948
0.068,1.32054,0.740948
0.069,1.322152,0.741915
0.07,1.32183,0.740626
0.071,1.325698,0.741593
0.072,1.325053,0.742237
0.073,1.324086,0.741593
0.074,1.323119,0.741593
0.075,1.322797,0.741593
0.076,1.321507,0.740626
0.077,1.318928,0.740948
0.078,1.316672,0.742237
0.079,1.31506,0.74127
0.08,1.314738,0.740626
0.081,1.31506,0.74127
0.082,1.315382,0.742882
0.083,1.318928,0.740948
0.084,1.318284,0.740948
0.085,1.319895,0.740303
0.086,1.323119,0.74127
0.087,1.323119,0.739981
0.088,1.322474,0.740626
0.089,1.324408,0.740948
0.09,1.32183,0.740948
0.091,1.323119,0.74256
0.092,1.322797,0.741915
0.093,1.319573,0.741593
0.094,1.317961,0.740303
0.095,1.318928,0.74127
0.096,1.312804,0.740948
0.097,1.314738,0.74127
0.098,1.316027,0.741915
0.099,1.31506,0.740626
0.1,1.318606,0.739981
0.101,1.32054,0.742237
0.102,1.320862,0.741915
0.103,1.322474,0.74127
0.104,1.32602,0.741593
0.105,1.323441,0.741593
0.106,1.322797,0.74127
0.107,1.323764,0.741593
0.108,1.32183,0.741593
0.109,1.320862,0.74127
0.11,1.319251,0.741915
0.111,1.316027,0.742237
0.112,1.317317,0.742237
0.113,1.313771,0.741593
0.114,1.313448,0.741593
0.115,1.315382,0.742237
0.116,1.316349,0.741915
0.117,1.317961,0.741915
0.118,1.32183,0.741593
0.119,1.320862,0.740948
0.12,1.323119,0.740948
0.121,1.324731,0.740626
0.122,1.324408,0.741915
0.123,1.324408,0.740626
0.124,1.325053,0.739981
0.125,1.321185,0.74127
0.126,1.321507,0.742237
0.127,1.320218,0.741593
0.128,1.317639,0.741593
0.129,1.316994,0.741593
0.13,1.315705,0.74127
0.131,1.31506,0.740948
0.132,1.315705,0.740626
0.133,1.318606,0.741593
0.134,1.319251,0.739981
0.135,1.323441,0.741915
0.136,1.323764,0.741593
0.137,1.32183,0.741593
0.138,1.325053,0.74127
0.139,1.324408,0.741915
0.14,1.325698,0.740948
0.141,1.325053,0.741915
0.142,1.321185,0.74127
0.143,1.32054,0.741915
0.144,1.319251,0.74256
0.145,1.316672,0.74127
0.146,1.314738,0.74127
0.147,1.31506,0.742237
0.148,1.313771,0.739981
0.149,1.31506,0.74127
0.15,1.317639,0.741915
0.151,1.319573,0.740626
0.152,1.321507,0.74127
0.153,1.322797,0.74127
0.154,1.323119,0.740303
0.155,1.324408,0.742882
0.156,1.324408,0.741593
0.157,1.322797,0.741915
0.158,1.322474,0.741593
0.159,1.318606,0.742237
0.16,1.316672,0.74256
0.161,1.314415,0.741593
0.162,1.314415,0.741915
0.163,1.313448,0.741593
0.164,1.313126,0.740948
0.165,1.31506,0.74256
0.166,1.314738,0.74256
0.167,1.317961,0.74127
0.168,1.316349,0.74127
0.169,1.318928,0.740948
0.17,1.32183,0.741915
0.171,1.32054,0.741593
0.172,1.320218,0.742882
0.173,1.322797,0.741593
0.174,1.320218,0.741593
0.175,1.319895,0.740948
0.176,1.319895,0.739981
0.177,1.315705,0.740303
0.178,1.316027,0.739336
0.179,1.314738,0.740626
0.18,1.314093,0.741915
0.181,1.313448,0.74127
0.182,1.314415,0.740626
0.183,1.315705,0.742237
0.184,1.319251,0.741915
0.185,1.319251,0.741915
0.186,1.320218,0.740948
0.187,1.323764,0.74127
0.188,1.323441,0.740948
0.189,1.322152,0.741915
0.19,1.324731,0.74256
0.191,1.322474,0.74127
0.192,1.318928,0.74127
0.193,1.320218,0.740948
0.194,1.316349,0.74256
0.195,1.313771,0.74256
0.196,1.314738,0.74127
0.197,1.313771,0.739981
0.198,1.314738,0.741915
0.199,1.317317,0.740626
0.2,1.317639,0.742237
0.201,1.318284,0.740948
0.202,1.319895,0.742237
0.203,1.322152,0.742237
0.204,1.321507,0.741915
0.205,1.322797,0.740948
0.206,1.323441,0.74127
0.207,1.323764,0.742882
0.208,1.321507,0.742237
0.209,1.319895,0.74256
0.21,1.319895,0.74127
0.211,1.315705,0.742237
0.212,1.313448,0.74256
0.213,1.315382,0.742882
0.214,1.313448,0.741593
0.215,1.316027,0.742237
0.216,1.317639,0.741915
0.217,1.319251,0.74127
0.218,1.319251,0.742237
0.219,1.322474,0.740948
0.22,1.32054,0.740626
0.221,1.324086,0.741915
0.222,1.325053,0.740948
0.223,1.324731,0.740303
0.224,1.325375,0.740626
0.225,1.322797,0.741915
0.226,1.320218,0.740626
0.227,1.318928,0.740303
0.228,1.317639,0.74127
0.229,1.316349,0.741915
0.23,1.316994,0.740948
0.231,1.316027,0.741593
0.232,1.316349,0.742237
0.233,1.317961,0.741593
0.234,1.319573,0.741593
0.235,1.321185,0.741593
0.236,1.322474,0.740303
0.237,1.324086,0.741593
0.238,1.325375,0.74127
0.239,1.32602,0.740626
0.24,1.324408,0.741593
0.241,1.324731,0.740948
0.242,1.325375,0.741593
0.243,1.320218,0.741593
0.244,1.318928,0.741915
0.245,1.317961,0.742882
0.246,1.316027,0.74127
0.247,1.315382,0.74127
0.248,1.316672,0.741593
0.249,1.315705,0.741915
0.25,1.319895,0.74127
0.251,1.318928,0.74127
0.252,1.319895,0.741593
0.253,1.322797,0.740303
0.254,1.324731,0.740948
0.255,1.325053,0.740948
0.256,1.325053,0.740303
0.257,1.325053,0.743204
0.258,1.322797,0.74127
0.259,1.321507,0.740303
0.26,1.318928,0.741915
0.261,1.318284,0.741593
0.262,1.319895,0.740948
0.263,1.315382,0.742882
0.264,1.314738,0.742882
0.265,1.318606,0.741915
0.266,1.314738,0.742237
0.267,1.317639,0.739659
0.268,1.32054,0.74127
0.269,1.322797,0.740948
0.27,1.323764,0.740948
0.271,1.324731,0.742237
0.272,1.324408,0.74127
0.273,1.32731,0.740948
0.274,1.324086,0.740948
0.275,1.32183,0.741593
0.276,1.323119,0.741915
